"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"21096","0.7304","PA","PennsylvaniaStateUniversityPennStateSchuylkill","23412","720","16","19","420","510"
"21158","0.8561","PA","PennsylvaniaStateUniversityPennStateYork","20626","935","21","26","470","630"
"14184","NULL","PA","PeirceCollege","17600","1622","NULL","NULL","NULL","NULL"
"22500","0.9041","PA","PennCommercialBusiness/TechnicalSchool","29708","294","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PenncoTechBristol","NULL","413","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PennsylvaniaAcademyofCosmetologyArtsandSciencesDuBois","NULL","39","NULL","NULL","NULL","NULL"
"34410","0.9799","PA","PennsylvaniaAcademyoftheFineArts","54287","195","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PennsylvaniaGunsmithSchool","NULL","76","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PennsylvaniaInstituteofTaxidermyInc","NULL","8","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","CortivaInstitutePennsylvaniaSchoolofMuscleTherapy","NULL","204","NULL","NULL","NULL","NULL"
"22800","0.4035","PA","PennsylvaniaCollegeofArtandDesign","29387","222","NULL","NULL","NULL","NULL"
"49536","0.1016","PA","UniversityofPennsylvania","64200","10666","31","34","700","790"
"36670","0.642","PA","PhiladelphiaUniversity","50327","2726","21","26","490","600"
"39908","0.7369","PA","TheUniversityoftheArts","54936","1675","19","27","450","570"
"23920","0.9872","PA","CairnUniversityLanghorne","34233","772","18","24","420","540"
"NULL","NULL","PA","PhiladelphiaCollegeofOsteopathicMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"37466","0.58","PA","UniversityoftheSciences","53881","1535","22","28","550","630"
"13800","NULL","PA","CommunityCollegeofPhiladelphia","11757","17944","NULL","NULL","NULL","NULL"
"24188","0.63","PA","UniversityofPittsburghBradford","24983","1421","18","23","450","530"
"24198","0.7148","PA","UniversityofPittsburghGreensburg","24425","1559","20","25","470","560"
"24190","0.8102","PA","UniversityofPittsburghJohnstown","25108","2814","20","25","460","570"
"28958","0.5389","PA","UniversityofPittsburghPittsburghCampus","32754","18655","26","31","600","690"
"21166","0.7677","PA","UniversityofPittsburghTitusville","24509","342","15","19","368","470"
"NULL","NULL","PA","BeaverFallsBeautyAcademy","NULL","36","NULL","NULL","NULL","NULL"
"20345","NULL","PA","PittsburghInstituteofAeronautics","32686","370","NULL","NULL","NULL","NULL"
"NULL","0.627","PA","PittsburghInstituteofMortuaryScienceInc","NULL","214","NULL","NULL","NULL","NULL"
"16192","0.8588","PA","PittsburghTechnicalCollege","27420","1936","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","PittsburghTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"22731","NULL","PA","PrismCareerInstituteUpperDarby","35370","75","NULL","NULL","NULL","NULL"
"28250","0.7053","PA","PointParkUniversity","39240","3140","19","25","430","530"
"NULL","NULL","PA","JosephFMcCloskeySchoolofNursingatSchuylkillHealth","NULL","71","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","TheSalonProfessionalAcademyAltoona","NULL","41","NULL","NULL","NULL","NULL"
"12510","NULL","PA","ReadingAreaCommunityCollege","14342","3507","NULL","NULL","NULL","NULL"
"16875","0.3625","PA","ReadingHospitalSchoolofHealthSciences","25477","362","NULL","NULL","405","490"
"NULL","NULL","PA","ReconstructionistRabbinicalCollege","NULL","NULL","NULL","NULL","NULL","NULL"
"11520","NULL","PA","ReformedPresbyterianTheologicalSeminary","NULL","10","NULL","NULL","NULL","NULL"
"23550","0.7766","PA","TheRestaurantSchoolatWalnutHillCollege","34808","407","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","BrightwoodCareerInstituteBroomall","NULL","319","NULL","NULL","NULL","NULL"
"27194","0.7766","PA","RobertMorrisUniversity","40532","4485","20","26","470","580"
"12770","NULL","PA","RosedaleTechnicalCollege","29845","419","NULL","NULL","NULL","NULL"
"32500","0.7063","PA","RosemontCollege","46818","516","15","20","380","505"
"32178","0.7412","PA","SaintFrancisUniversity","45922","1714","21","26","470","590"
"42180","0.8185","PA","SaintJoseph'sUniversity","56402","5248","NULL","NULL","NULL","NULL"
"32392","0.6981","PA","SaintVincentCollege","43277","1596","20","26","480","580"
"NULL","NULL","PA","SaintVincentSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","SchuylkillTechnologyCenter","NULL","50","NULL","NULL","NULL","NULL"
"41044","0.7221","PA","UniversityofScranton","55226","3793","22","28","520","620"
"32420","0.7645","PA","SetonHillUniversity","43978","1581","NULL","NULL","NULL","NULL"
"14620","1","PA","UniversityofPittsburghMedicalCenterShadysideSchoolofNursing","24139","70","NULL","NULL","500","520"
"23441","NULL","PA","SharonRegionalHealthSystemSchoolofNursing","21974","42","NULL","NULL","NULL","NULL"
"9744","0.9897","PA","LaurelTechnicalInstitute","14030","145","NULL","NULL","NULL","NULL"
"19106","0.8914","PA","ShippensburgUniversityofPennsylvania","23988","5953","18","23","440","550"
"13175","0.6836","PA","SlipperyRockUniversityofPennsylvania","22341","7461","19","24","460","540"
"20050","NULL","PA","SaintCharlesBorromeoSeminaryOverbrook","37250","64","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","SouthHillsBeautyAcademyInc","NULL","127","NULL","NULL","NULL","NULL"
"16521","0.9791","PA","SouthHillsSchoolofBusinessTechnology","27235","489","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","StLukesHospitalSchoolofNursing","NULL","182","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","TheBeautySchool","NULL","34","NULL","NULL","NULL","NULL"
"42040","0.7605","PA","SusquehannaUniversity","53082","2122","NULL","NULL","NULL","NULL"
"47442","0.1248","PA","SwarthmoreCollege","62450","1566","30","34","670","770"
"7430","0.298","PA","ThaddeusStevensCollegeofTechnology","14855","984","NULL","NULL","NULL","NULL"
"8750","0.75","PA","TalmudicalYeshivaofPhiladelphia","18250","115","NULL","NULL","NULL","NULL"
"25494","0.5568","PA","TempleUniversity","28916","27983","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","TheologicalSeminaryoftheReformedEpiscopalChurch","NULL","NULL","NULL","NULL","NULL","NULL"
"28868","0.6149","PA","ThielCollege","41695","883","17","21","420","520"
"NULL","NULL","PA","ThomasJeffersonUniversity","NULL","738","NULL","NULL","NULL","NULL"
"13062","NULL","PA","FortisInstituteErie","27528","548","NULL","NULL","NULL","NULL"
"16383","NULL","PA","TriangleTechIncErie","26396","30","NULL","NULL","NULL","NULL"
"16589","NULL","PA","TriangleTechIncPittsburgh","26840","170","NULL","NULL","NULL","NULL"
"16589","NULL","PA","TriangleTechIncGreensburg","24448","163","NULL","NULL","NULL","NULL"
"16629","NULL","PA","TriangleTechIncDubois","26116","133","NULL","NULL","NULL","NULL"
"NULL","NULL","PA","TrinityEpiscopalSchoolforMinistry","NULL","NULL","NULL","NULL","NULL","NULL"
"47700","0.8261","PA","UrsinusCollege","60674","1629","NULL","NULL","NULL","NULL"
"20394","0.9454","PA","UniversityofValleyForge","32130","731","18","26","380","510"
"29975","0.6425","PA","ValleyForgeMilitaryCollege","42031","334","16","22","330","470"
"NULL","NULL","PA","VenusBeautyAcademy","NULL","100","NULL","NULL","NULL","NULL"
"47616","0.4789","PA","VillanovaUniversity","60556","6835","29","32","610","710"
"NULL","NULL","PA","WashingtonHospitalSchoolofNursing","NULL","53","NULL","NULL","NULL","NULL"
"11600","1","PA","WashingtonHospitalSchoolofRadiologicTechnology","NULL","19","NULL","NULL","NULL","NULL"
"43226","0.4347","PA","WashingtonJeffersonCollege","53316","1307","NULL","NULL","NULL","NULL"
"22030","0.8561","PA","WaynesburgUniversity","31910","1422","20","26","455","550"
"NULL","NULL","PA","WelderTrainingandTestingInstitute","NULL","69","NULL","NULL","NULL","NULL"
"20280","0.5868","PA","WestChesterUniversityofPennsylvania","25195","13966","21","26","490","580"
"7410","0.3939","PA","WesternPennsylvaniaHospitalSchoolofNursing","18461","117","NULL","NULL","NULL","NULL"
"17850","0.881","PA","PittsburghCareerInstitute","23507","171","NULL","NULL","NULL","NULL"
"34105","0.9404","PA","WestminsterCollege","44976","1103","20","26","470","480"
"NULL","NULL","PA","WestminsterTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"12330","NULL","PA","WestmorelandCountyCommunityCollege","7883","4694","NULL","NULL","NULL","NULL"
"41224","0.6799","PA","WidenerUniversity","53511","3244","21","25","470","570"
"32356","0.8173","PA","WilkesUniversity","44996","2358","NULL","NULL","470","598"
"24392","0.4523","PA","WilsonCollege","35567","563","18","22","410","520"
"8600","NULL","PA","YeshivathBethMoshe","14290","56","NULL","NULL","NULL","NULL"
"18240","0.4302","PA","YorkCollegePennsylvania","29026","4421","20","25","490","580"
"NULL","NULL","PA","YTICareerInstituteYork","NULL","1421","NULL","NULL","NULL","NULL"
"49346","0.0949","RI","BrownUniversity","62694","6320","31","34","690","780"
"39808","0.7232","RI","BryantUniversity","53983","3430","NULL","NULL","NULL","NULL"
"29566","0.8192","RI","JohnsonWalesUniversityProvidence","41699","8467","NULL","NULL","NULL","NULL"
"23031","NULL","RI","NewEnglandInstituteofTechnology","32259","2813","NULL","NULL","NULL","NULL"
"NULL","NULL","RI","NewEnglandTractorTrailerTrainingSchoolofRhodeIsland","NULL","205","NULL","NULL","NULL","NULL"
"NULL","NULL","RI","NewportSchoolofHairdressingMainCampus","NULL","25","NULL","NULL","NULL","NULL"
"45400","0.5678","RI","ProvidenceCollege","58877","3948","NULL","NULL","NULL","NULL"
"19858","0.7162","RI","RhodeIslandCollege","14874","7216","16","21","400","510"
"11496","NULL","RI","CommunityCollegeofRhodeIsland","10840","15255","NULL","NULL","NULL","NULL"
"28852","0.7355","RI","UniversityofRhodeIsland","27100","13342","22","26","490","590"
"45840","0.372","RI","RhodeIslandSchoolofDesign","63377","2014","25","32","580","720"
"31800","0.7848","RI","RogerWilliamsUniversity","49424","4536","NULL","NULL","NULL","NULL"
"36740","0.7265","RI","SalveReginaUniversity","50971","2122","NULL","NULL","NULL","NULL"
"16786","NULL","RI","StJosephSchoolofNursing","30752","115","NULL","NULL","NULL","NULL"
"NULL","NULL","RI","EmpireBeautySchoolWarwick","NULL","141","NULL","NULL","NULL","NULL"
"11150","NULL","MA","NorthpointBibleCollege","24280","301","NULL","NULL","NULL","NULL"
"8224","NULL","SC","AikenTechnicalCollege","11054","2261","NULL","NULL","NULL","NULL"
"13140","NULL","SC","AllenUniversity","22714","625","NULL","NULL","NULL","NULL"
"24860","0.5494","SC","AndersonUniversity","38307","2632","21","26","470","590"
"23440","0.6021","SC","CharlestonSouthernUniversity","35220","3112","20","25","460","550"
"9076","NULL","SC","TechnicalCollegeoftheLowcountry","9938","2008","NULL","NULL","NULL","NULL"
"18288","NULL","SC","BenedictCollege","30767","2465","NULL","NULL","NULL","NULL"
"14900","0.8202","SC","BobJonesUniversity","23176","2493","19","26","440","570"
"23620","0.6224","SC","SouthernWesleyanUniversity","32515","1264","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","CharlestonCosmetologyInstitute","NULL","96","NULL","NULL","NULL","NULL"
"28866","0.7715","SC","CollegeofCharleston","26820","10033","23","28","510","600"
"NULL","NULL","SC","CharzanneBeautyCollege","NULL","51","NULL","NULL","NULL","NULL"
"6462","NULL","SC","NortheasternTechnicalCollege","14945","890","NULL","NULL","NULL","NULL"
"31780","0.7652","SC","CitadelMilitaryCollegeofSouthCarolina","26374","2616","21","25","490","590"
"15520","0.4133","SC","ClaflinUniversity","32539","1844","15","19","360","440"
"33190","0.5127","SC","ClemsonUniversity","26373","17740","27","31","590","690"
"7251","NULL","SC","ClintonCollege","13340","161","NULL","NULL","NULL","NULL"
"26568","0.4966","SC","CokerCollege","35111","1091","18","22","440","540"
"20430","0.34","SC","ColumbiaInternationalUniversity","32902","541","20","26","450","550"
"28100","0.8913","SC","ColumbiaCollege","39795","1385","18","24","410","520"
"16500","0.5775","SC","ConverseCollege","28552","794","20","25","440","550"
"5542","NULL","SC","DenmarkTechnicalCollege","11719","990","NULL","NULL","NULL","NULL"
"33315","0.6428","SC","ErskineCollege","46847","618","18","24","450","560"
"6166","NULL","SC","FlorenceDarlingtonTechnicalCollege","10967","5115","NULL","NULL","NULL","NULL"
"9420","NULL","SC","ForrestCollege","20924","113","NULL","NULL","NULL","NULL"
"19668","0.5887","SC","FrancisMarionUniversity","19652","3258","17","22","410","510"
"46012","0.6354","SC","FurmanUniversity","58737","2710","NULL","NULL","NULL","NULL"
"8448","NULL","SC","GreenvilleTechnicalCollege","12880","10929","NULL","NULL","NULL","NULL"
"6918","NULL","SC","HorryGeorgetownTechnicalCollege","12493","6354","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","KennethShulerSchoolofCosmetologyNorthAugusta","NULL","159","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","KennethShulerSchoolofCosmetologyandNailsColumbia","NULL","111","NULL","NULL","NULL","NULL"
"20370","0.6197","SC","LanderUniversity","21412","2606","17","22","410","510"
"23900","0.4632","SC","LimestoneCollege","37020","2955","16","21","410","510"
"NULL","NULL","SC","MedicalUniversityofSouthCarolina","NULL","324","NULL","NULL","NULL","NULL"
"11524","NULL","SC","MidlandsTechnicalCollege","11037","10439","NULL","NULL","NULL","NULL"
"12649","NULL","SC","MorrisCollege","22918","774","NULL","NULL","NULL","NULL"
"25000","0.5606","SC","NewberryCollege","40821","1048","18","22","430","540"
"16290","0.5797","SC","NorthGreenvilleUniversity","30403","2278","20","29","470","670"
"6781","NULL","SC","OrangeburgCalhounTechnicalCollege","13852","2176","NULL","NULL","NULL","NULL"
"5801","NULL","SC","PiedmontTechnicalCollege","13106","4380","NULL","NULL","NULL","NULL"
"36130","0.6231","SC","PresbyterianCollege","47823","963","20","27","490","600"
"19472","0.5716","SC","UniversityofSouthCarolinaAiken","20023","3060","18","23","440","540"
"19982","0.6274","SC","UniversityofSouthCarolinaBeaufort","20538","1917","17","22","410","500"
"30298","0.6453","SC","UniversityofSouthCarolinaColumbia","25390","24941","25","30","560","650"
"16598","0.7193","SC","UniversityofSouthCarolinaLancaster","15170","1435","15","21","400","510"
"16598","0.5193","SC","UniversityofSouthCarolinaSalkehatchie","19507","960","14","18","340","470"
"16598","0.6258","SC","UniversityofSouthCarolinaSumter","16975","856","17","21","405","530"
"16598","0.6311","SC","UniversityofSouthCarolinaUnion","17713","527","15","17","340","410"
"24320","0.5965","SC","CoastalCarolinaUniversity","22176","9289","20","24","460","550"
"19856","0.9489","SC","SouthCarolinaStateUniversity","27895","2410","14","17","340","420"
"21468","0.5604","SC","UniversityofSouthCarolinaUpstate","21643","5094","18","22","430","510"
"NULL","NULL","SC","ShermanCollegeofStraightChiropractic","NULL","NULL","NULL","NULL","NULL","NULL"
"16700","0.6963","SC","SpartanburgMethodistCollege","28002","769","16","20","380","490"
"8472","NULL","SC","SpartanburgCommunityCollege","12773","4163","NULL","NULL","NULL","NULL"
"7658","NULL","SC","CentralCarolinaTechnicalCollege","13796","3121","NULL","NULL","NULL","NULL"
"NULL","NULL","SC","SumterBeautyCollege","NULL","27","NULL","NULL","NULL","NULL"
"8815","NULL","SC","TriCountyTechnicalCollege","15187","5322","NULL","NULL","NULL","NULL"
"7645","NULL","SC","TridentTechnicalCollege","14234","12892","NULL","NULL","NULL","NULL"
"12630","0.9289","SC","VoorheesCollege","24486","434","NULL","NULL","NULL","NULL"
"7608","NULL","SC","WilliamsburgTechnicalCollege","13394","686","NULL","NULL","NULL","NULL"
"27704","0.671","SC","WinthropUniversity","25692","4786","20","26","450","560"
"38705","0.7181","SC","WoffordCollege","50897","1653","23","29","530","630"
"9403","NULL","SC","YorkTechnicalCollege","14837","4416","NULL","NULL","NULL","NULL"
"30090","0.6507","SD","AugustanaUniversity","38656","1563","23","28","520","660"
"NULL","NULL","SD","BlackHillsBeautyCollege","NULL","105","NULL","NULL","NULL","NULL"
"10586","0.8404","SD","BlackHillsStateUniversity","18430","2849","19","23","428","555"
"12780","NULL","SD","KilianCommunityCollege","27287","146","NULL","NULL","NULL","NULL"
"10556","0.8125","SD","DakotaStateUniversity","18155","1896","20","25","440","580"
"24800","0.7438","SD","DakotaWesleyanUniversity","34010","795","18","24","423","508"
"NULL","NULL","SD","HeadlinesAcademyInc","NULL","92","NULL","NULL","NULL","NULL"
"5056","NULL","SD","LakeAreaTechnicalInstitute","14603","1691","NULL","NULL","NULL","NULL"
"NULL","NULL","SD","AveraMcKennanHospitalSchoolofRadiologicTechnology","NULL","20","NULL","NULL","NULL","NULL"
"5880","NULL","SD","MitchellTechnicalInstitute","13789","1096","NULL","NULL","NULL","NULL"
"24406","0.7255","SD","MountMartyCollege","34715","585","19","25","NULL","NULL"
"13647","NULL","SD","NationalAmericanUniversityRapidCity","20692","1298","NULL","NULL","NULL","NULL"
"12999","NULL","SD","NationalAmericanUniversitySiouxFalls","21294","500","NULL","NULL","NULL","NULL"
"NULL","NULL","SD","SiouxFallsSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"10469","0.7207","SD","NorthernStateUniversity","18583","1561","19","25","440","550"
"2684","NULL","SD","OglalaLakotaCollege","9188","1283","NULL","NULL","NULL","NULL"
"18358","0.623","SD","PresentationCollege","31889","752","18","21","420","520"
"NULL","NULL","SD","AveraSacredHeartHospital","NULL","17","NULL","NULL","NULL","NULL"
"14940","0.8425","SD","SouthDakotaSchoolofMinesandTechnology","21400","2674","24","29","550","670"
"11053","0.917","SD","SouthDakotaStateUniversity","24820","9825","20","26","470","600"
"3154","NULL","SD","SinteGleskaUniversity","18605","527","NULL","NULL","NULL","NULL"
"26240","0.9215","SD","UniversityofSiouxFalls","36240","1185","20","25","440","540"
"NULL","NULL","SD","SanfordMedicalCenter","NULL","24","NULL","NULL","NULL","NULL"
"4410","NULL","SD","SissetonWahpetonCollege","11010","127","NULL","NULL","NULL","NULL"
"5280","NULL","SD","SoutheastTechnicalInstitute","15934","1899","NULL","NULL","NULL","NULL"
"NULL","NULL","SD","StewartSchool","NULL","108","NULL","NULL","NULL","NULL"
"11338","0.7354","SD","UniversityofSouthDakota","20129","6205","20","25","460","610"
"6200","NULL","SD","WesternDakotaTechnicalInstitute","16779","798","NULL","NULL","NULL","NULL"
"10074","NULL","TN","AmericanBaptistCollege","21670","157","NULL","NULL","NULL","NULL"
"20550","0.5191","TN","AquinasCollege","30083","335","21","26","470","650"
"NULL","NULL","TN","ArnoldsBeautySchool","NULL","60","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyAthens","NULL","294","NULL","NULL","NULL","NULL"
"22333","0.8771","TN","AustinPeayStateUniversity","19720","8915","19","24","510","580"
"10892","0.554","TN","BaptistMemorialCollegeofHealthSciences","18995","1078","23","27","570","620"
"30000","0.8029","TN","BelmontUniversity","45340","5933","23","28","510","620"
"15714","0.8399","TN","BethelUniversity","29416","4363","17","22","390","500"
"23300","0.4553","TN","BryanCollegeDayton","31957","968","19","25","430","512"
"25360","0.5883","TN","CarsonNewmanUniversity","36513","1711","19","26","440","550"
"15373","NULL","TN","ChattanoogaStateCommunityCollege","12998","7612","NULL","NULL","NULL","NULL"
"30166","0.4597","TN","ChristianBrothersUniversity","38233","1408","21","27","NULL","NULL"
"NULL","NULL","TN","PentecostalTheologicalSeminary","NULL","0","NULL","NULL","NULL","NULL"
"15347","NULL","TN","ClevelandStateCommunityCollege","10250","2637","NULL","NULL","NULL","NULL"
"15319","NULL","TN","ColumbiaStateCommunityCollege","11720","4397","NULL","NULL","NULL","NULL"
"NULL","0.7179","TN","ConcordeCareerCollegeMemphis","NULL","1258","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyCovington","NULL","245","NULL","NULL","NULL","NULL"
"21210","0.4906","TN","CumberlandUniversity","33665","1144","19","23","470","600"
"28624","0.6077","TN","LipscombUniversity","40247","3024","23","29","505","630"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyDickson","NULL","508","NULL","NULL","NULL","NULL"
"17000","NULL","TN","DaymarCollegeNashville","26974","153","NULL","NULL","NULL","NULL"
"15347","NULL","TN","DyersburgStateCommunityCollege","11811","1927","NULL","NULL","NULL","NULL"
"24977","0.7922","TN","EastTennesseeStateUniversity","22115","10960","20","26","420","590"
"10690","NULL","TN","ChattanoogaCollegeMedicalDentalandTechnicalCareers","28394","298","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyElizabethton","NULL","559","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","FayettevilleCollegeofCosmetologyArtsandSciences","NULL","54","NULL","NULL","NULL","NULL"
"21480","0.8093","TN","FiskUniversity","36547","806","17","23","410","560"
"17398","NULL","TN","WelchCollege","30146","261","NULL","NULL","NULL","NULL"
"21500","0.9185","TN","FreedHardemanUniversity","32346","1260","21","27","480","580"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyHarriman","NULL","230","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyHartsville","NULL","324","NULL","NULL","NULL","NULL"
"15543","0.5885","TN","HiwasseeCollege","21316","280","17","23","360","565"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyHohenwald","NULL","443","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyJacksboro","NULL","223","NULL","NULL","NULL","NULL"
"15333","NULL","TN","JacksonStateCommunityCollege","14498","3207","NULL","NULL","NULL","NULL"
"10590","0.7656","TN","JohnAGuptonCollege","17970","120","18","21","NULL","NULL"
"12650","0.5779","TN","JohnsonUniversity","22241","879","19","25","450","590"
"NULL","NULL","TN","PaulMitchelltheSchoolMurfreesboro","NULL","4","NULL","NULL","NULL","NULL"
"26480","0.4401","TN","KingUniversity","37361","2357","19","25","410","550"
"19425","NULL","TN","SouthCollege","33784","735","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","KnoxvilleInstituteofHairDesign","NULL","26","NULL","NULL","NULL","NULL"
"9930","0.5454","TN","LaneCollege","19888","1376","14","17","323","398"
"10680","1","TN","LeMoyneOwenCollege","16951","945","14","17","NULL","NULL"
"15000","0.8547","TN","LeeUniversity","29222","4151","21","27","440","570"
"20546","0.7437","TN","LincolnMemorialUniversity","34706","1457","19","27","500","540"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyLivingston","NULL","320","NULL","NULL","NULL","NULL"
"23200","NULL","TN","MartinMethodistCollege","33544","1098","NULL","NULL","NULL","NULL"
"32866","0.6678","TN","MaryvilleCollege","43994","1171","20","26","440","540"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyMcKenzie","NULL","174","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","GenesisCareerCollegeCookeville","NULL","164","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","MeharryMedicalCollege","NULL","NULL","NULL","NULL","NULL","NULL"
"30250","NULL","TN","MemphisCollegeofArt","40702","357","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyMemphis","NULL","894","NULL","NULL","NULL","NULL"
"20615","0.3978","TN","UniversityofMemphis","22160","15553","19","25","460","570"
"NULL","NULL","TN","MemphisTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"24808","0.726","TN","MiddleTennesseeStateUniversity","19822","19446","19","25","450","610"
"NULL","NULL","TN","MiddleTennesseeSchoolofAnesthesiaInc","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyMorristown","NULL","760","NULL","NULL","NULL","NULL"
"11701","NULL","TN","MotlowStateCommunityCollege","13084","4425","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyMurfreesboro","NULL","428","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","LincolnCollegeofTechnologyNashville","NULL","1609","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","NashvilleCollegeofMedicalCareers","NULL","115","NULL","NULL","NULL","NULL"
"15273","NULL","TN","NashvilleStateCommunityCollege","10570","8381","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyNewbern","NULL","293","NULL","NULL","NULL","NULL"
"27360","0.4718","TN","O'MoreCollegeofDesign","36578","167","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyParis","NULL","303","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyPulaski","NULL","279","NULL","NULL","NULL","NULL"
"43224","0.4687","TN","RhodesCollege","55135","2031","27","32","580","680"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyRipley","NULL","149","NULL","NULL","NULL","NULL"
"15180","0.9926","TN","RoaneStateCommunityCollege","13760","4611","17","21","460","490"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyCrump","NULL","232","NULL","NULL","NULL","NULL"
"15363","1","TN","SouthwestTennesseeCommunityCollege","9578","8402","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyShelbyville","NULL","562","NULL","NULL","NULL","NULL"
"38700","0.4059","TN","SewaneeTheUniversityoftheSouth","49700","1689","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyOneidaHuntsville","NULL","150","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyCrossville","NULL","352","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyMcMinnville","NULL","197","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyJackson","NULL","420","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyKnoxville","NULL","1108","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeCollegeofAppliedTechnologyWhiteville","NULL","211","NULL","NULL","NULL","NULL"
"15388","NULL","TN","PellissippiStateCommunityCollege","12750","8251","NULL","NULL","NULL","NULL"
"20650","NULL","TN","SouthernAdventistUniversity","30707","2537","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","SouthernCollegeofOptometry","NULL","NULL","NULL","NULL","NULL","NULL"
"22900","0.6479","TN","TennesseeWesleyanUniversity","29678","996","19","25","420","500"
"24474","0.7922","TN","TheUniversityofTennesseeChattanooga","20700","9976","21","26","450","580"
"30856","0.763","TN","TheUniversityofTennesseeKnoxville","29420","21661","24","30","530","630"
"22270","0.6965","TN","TheUniversityofTennesseeMartin","17164","5988","20","25","NULL","NULL"
"14750","NULL","TN","FountainheadCollegeofTechnology","24706","94","NULL","NULL","NULL","NULL"
"NULL","NULL","TN","TennesseeSchoolofBeautyofKnoxvilleInc","NULL","211","NULL","NULL","NULL","NULL"
"19832","NULL","TN","TennesseeStateUniversity","18181","7255","NULL","NULL","NULL","NULL"
"23443","0.6832","TN","TennesseeTechnologicalUniversity","22514","9475","21","27","470","620"
"23748","0.7252","TN","TreveccaNazareneUniversity","34417","1762","19","25","440","570"
"15336","NULL","TN","NortheastStateCommunityCollege","11942","5339","NULL","NULL","NULL","NULL"
"22670","0.6896","TN","TusculumCollege","34890","1619","18","23","430","543"
"29190","0.6913","TN","UnionUniversity","44747","2239","22","29","480","650"
"NULL","NULL","TN","NewConceptsSchoolofCosmetology","NULL","47","NULL","NULL","NULL","NULL"
"44712","0.1168","TN","VanderbiltUniversity","62320","6857","32","35","720","800"
